objectid,facility_id,ctprvnnm,signgunm,signgucode,rdnmadr,lnmadr,fclty_knd,trget_fclty_nm,latitude,longitude,institution_nm,cmptnc_polcsttn_nm,cctv_yn,cctv_number,prtcarea_rw,dsgn_ymd,et,bt,sgngnrco,unitysflblco,prtcareasflblco,crslkco,hghlacrslkco,bollaco,rdscindictco,prctfenceet,nesinstlet,roadrflectco,ovrspdprvnco,sliprvnfclco,sliprvnfclet,lmttves,lmttvesgnalco,prkstopprhibtsgnalco,referencedate,instt_code,instt_nm,handicapcvntlyn,handicapcvntltype,shape_Length,shape_Area
1,1202,인천광역시,부평구,28237,경원대로1418번길,인천광역시 부평구 부평1동,어린이집,중부어린이집,37.490577,126.726457,인천광역시청,,,,,,,,0,5,,0,0,0,3,0,0,0,2,0,,0,,0,2021-12-03,,,,,249.1692793,819.4866953
2,236,인천광역시,남동구,28200,호구포로900번길,인천광역시 남동구 간석3동,초등학교,인천인동초등학교,37.462523,126.721251,인천광역시청,,,,,,,,,0,,1,,0,5,55,0,0,2,,,30,,0,2021-12-03,,,,,239.4553813,829.1176081
3,444,인천광역시,서구,28260,신석로121번길,인천광역시 서구 석남1동125-6,노인,서구노인복지관,37.510396,126.675584,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,264.6568229,1023.434899
4,208,인천광역시,남동구,28200,담방로47번길,인천광역시 남동구 만수6동101-1,초등학교,인천남동초등학교,37.443912,126.738098,인천광역시청,,,,,,,,,0,,2,,0,3,,0,0,,1,,30,,0,2021-12-03,,,,,221.7145604,942.1054362
5,1204,인천광역시,부평구,28237,후정동로25번길,인천광역시 부평구 삼산1동,어린이집,연세어린이집,37.519456,126.736888,인천광역시청,,,,,,,,0,10,,0,0,0,7,0,0,0,4,0,,0,,0,2021-12-03,,,,,211.2354809,775.6373784
6,144,인천광역시,남동구,28200,석산로208번길,인천광역시 남동구 구월2동6-23,초등학교,인천간석초등학교,37.45951,126.716044,인천광역시청,,,,,,,,,0,,,,0,,,0,0,1,1,,30,,0,2021-12-03,,,,,274.7610554,751.5535793
7,437,인천광역시,남동구,28200,서판로,인천광역시 남동구 만수3동,어린이집,행복한어린이집,37.463918,126.726438,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,,,,30,,0,2021-12-03,,,,,152.3941798,488.0677126
8,1206,인천광역시,부평구,28237,충선로103번길,인천광역시 부평구 부개3동16-63,어린이집,A&E지혜어린이집,37.498533,126.735509,인천광역시청,,,,,,,,0,2,,0,1,0,2,0,0,0,1,0,,0,,0,2021-12-03,,,,,113.9265619,210.4708598
9,951,인천광역시,미추홀구,28177,주안동로,인천광역시 미추홀구 주안6동951-5,초등학교,석암초등학교,37.462588,126.686756,인천광역시청,,,,,,,,0,0,,1,0,0,3,24,0,1,2,,,30,,0,2021-12-03,,,,,276.1129057,673.0504763
10,215,인천광역시,남동구,28200,간석로25번길,인천광역시 남동구 간석3동,초등학교,인천약산초등학교,37.468109,126.711248,인천광역시청,,,,,,,,,0,,,,0,3,,0,0,3,2,,30,,0,2021-12-03,,,,,254.2857902,585.660288
11,255,인천광역시,남동구,28200,만수로50번길,인천광역시 남동구 만수4동68,초등학교,인천새말초등학교,37.459505,126.735142,인천광역시청,,,,,,,,2,0,,4,,0,18,,0,0,3,3,,30,,0,2021-12-03,,,,,671.3202139,5862.488686
12,1253,인천광역시,계양구,28245,까치말로29번길,인천광역시 계양구 작전서운동,초등학교,작동초등학교,37.528406,126.735581,인천광역시청,,,,,,,,0,1,,2,0,0,3,106,2,2,2,0,,0,,0,2021-12-03,,,,,269.8477037,1117.788585
13,1339,인천광역시,계양구,28245,주부토로381번길,인천광역시 계양구 작전1동287-3,어린이집,예크아일랜드어린이집,37.528456,126.729033,인천광역시청,,,,,,,,0,1,,0,0,0,2,0,0,0,0,0,,0,,0,2021-12-03,,,,,144.7958752,233.5374094
14,593,인천광역시,서구,28260,율도로65번길,인천광역시 서구 신현원창동200,초등학교,신현초등학교,37.514281,126.669421,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,304.4362435,785.5552679
15,399,인천광역시,남동구,28200,남촌동로26번길,인천광역시 남동구 남촌도림동,어린이집,아이뜰어린이집,37.432738,126.715878,인천광역시청,,,,,,,,,0,,,,0,8,,0,0,1,,,30,,0,2021-12-03,,,,,386.9176884,1257.691433
16,412,인천광역시,남동구,28200,간석로56번길,인천광역시 남동구 간석3동,어린이집,한양어린이집,37.465588,126.713713,인천광역시청,,,,,,,,,0,,,,0,6,,0,0,2,,,30,,0,2021-12-03,,,,,286.6915412,997.8741522
17,413,인천광역시,남동구,28200,간석로,인천광역시 남동구 간석3동,어린이집,한양어린이집,37.466697,126.713631,인천광역시청,,,,,,,,,0,,,,0,4,,0,0,2,,,30,,0,2021-12-03,,,,,181.1065035,549.693076
18,237,인천광역시,남동구,28200,호구포로888번길,인천광역시 남동구 간석3동,초등학교,인천인동초등학교,37.461338,126.722039,인천광역시청,,,,,,,,,0,,,,0,3,,0,0,3,,,30,,0,2021-12-03,,,,,399.0859428,1606.306334
19,178,인천광역시,남동구,28200,석산로141번길,인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.461456,126.707562,인천광역시청,,,,,,,,,0,,2,,0,4,135,0,0,5,2,,30,,0,2021-12-03,,,,,482.54674,1726.364443
20,480,인천광역시,서구,28260,고산로45번길,인천광역시 서구 원당동41-3,어린이집,해그림어린이집,37.596831,126.70045,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,144.7817318,537.3158941
21,464,인천광역시,서구,28260,건지로,인천광역시 서구 석남3동11-1,어린이집,서부여성회관어린이집,37.49896,126.678613,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,325.5032519,1370.893668
22,256,인천광역시,남동구,28200,만수로,인천광역시 남동구 만수2동869-6,초등학교,인천새말초등학교,37.460991,126.734595,인천광역시청,,,,,,,,2,0,,2,,0,23,172,0,0,,3,,30,,0,2021-12-03,,,,,468.118717,3832.222362
23,257,인천광역시,남동구,28200,만수로50번길,인천광역시 남동구 만수4동68,초등학교,인천새말초등학교,37.45907,126.733923,인천광역시청,,,,,,,,,0,,2,,0,12,,0,0,4,3,,30,,0,2021-12-03,,,,,409.8143117,2108.402112
24,179,인천광역시,남동구,28200,석산로131번길,인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.461437,126.706468,인천광역시청,,,,,,,,,0,,3,,0,9,140,0,0,4,1,,30,,0,2021-12-03,,,,,478.0702079,1320.299056
25,180,인천광역시,남동구,28200,남동대로,인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.461942,126.70832,인천광역시청,,,,,,,,2,0,,2,,0,,,0,0,,,,50,,0,2021-12-03,,,,,701.2083039,10778.27288
26,558,인천광역시,서구,28260,도요지로201번길,인천광역시 서구 검암경서동,유치원,아이사랑유치원,37.55758,126.672602,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,318.8360986,1031.608573
27,96,인천광역시,연수구,28185,함박안로156번길,인천광역시 연수구 연수1동471-4,유치원,하늘땅유치원,37.426154,126.684072,인천광역시청,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,0,,2,2021-12-03,,,,,190.766554,549.1065295
28,28,인천광역시,연수구,28185,선학로,인천광역시 연수구 선학동196-6,초등학교,선학초등학교,37.424485,126.701226,인천광역시청,,,,,,,,3,,,4,0,0,12,0,0,0,0,,,0,,5,2021-12-03,,,,,603.8621508,5313.727451
29,1,인천광역시,연수구,28185,센트럴로,인천광역시 연수구 송도2동19-4,유치원,글로벌레인보우유치원,37.396365,126.636877,인천광역시청,,,,,,,,1,2,,1,0,0,21,0,0,0,0,,,0,,7,2021-12-03,,,,,914.7856743,18929.45233
30,29,인천광역시,연수구,28185,선학로74번길,인천광역시 연수구 선학동196-6,초등학교,선학초등학교,37.423043,126.700881,인천광역시청,,,,,,,,,,,1,0,0,8,0,0,0,0,,,0,,4,2021-12-03,,,,,525.0711237,9456.117251
31,30,인천광역시,연수구,28185,비류대로,인천광역시 연수구 선학동196-6,초등학교,선학초등학교,37.424118,126.702142,인천광역시청,,,,,,,,2,2,,2,0,0,2,0,0,0,0,,,0,,3,2021-12-03,,,,,336.2970207,1609.995275
32,2,인천광역시,연수구,28185,컨벤시아대로,인천광역시 연수구 송도1동,초등학교,송일초등학교,37.383557,126.636913,인천광역시청,,,,,,,,4,2,,4,0,0,,0,0,0,0,,,0,,3,2021-12-03,,,,,523.7192668,12247.50226
33,854,인천광역시,미추홀구,28177,한나루로490번길,인천광역시 미추홀구 주안3동1442,어린이집,별하어린이집,37.450199,126.672314,인천광역시청,,,,,,,,0,0,,0,0,0,3,0,0,0,3,,,30,,0,2021-12-03,,,,,209.7892848,652.3719015
34,31,인천광역시,연수구,28185,선학로,인천광역시 연수구 선학동196-6,유치원,사랑유치원,37.425884,126.700316,인천광역시청,,,,,,,,,1,,3,0,0,6,0,0,0,0,,,0,,5,2021-12-03,,,,,453.9442427,3797.189657
35,438,인천광역시,남동구,28200,서판로59번길,인천광역시 남동구 만수3동,어린이집,행복한어린이집,37.464314,126.726398,인천광역시청,,,,,,,,,0,,,,0,2,,0,0,1,,,30,,0,2021-12-03,,,,,189.052027,590.8847788
36,749,인천광역시,중구,28110,도산로22번길,인천광역시 중구 도원동,어린이집,갈매기어린이집,37.46728,126.637868,인천광역시청,,,,,,,,,,,,0,,1,,,,1,,,0,,0,2021-12-03,,,,,112.4569421,234.0979449
37,3,인천광역시,연수구,28185,컨벤시아대로252번길,인천광역시 연수구 송도4동,초등학교,송일초등학교,37.384801,126.635308,인천광역시청,,,,,,,,6,1,,6,0,0,24,0,0,0,0,,,0,,1,2021-12-03,,,,,792.195487,10267.83703
38,184,인천광역시,남동구,28200,남동대로(지선),인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.461377,126.707887,인천광역시청,,,,,,,,,0,,1,,0,1,,0,0,,1,,30,,0,2021-12-03,,,,,116.6511305,307.8108547
39,4,인천광역시,연수구,28185,컨벤시아대로274번길,인천광역시 연수구 송도4동,초등학교,송일초등학교,37.382754,126.634466,인천광역시청,,,,,,,,2,1,,2,0,0,12,0,0,0,0,,,0,,2,2021-12-03,,,,,392.7263432,3425.485042
40,1191,인천광역시,부평구,28237,길주로494번길,인천광역시 부평구 부평1동,어린이집,예일몬테소리어린이집,37.50515,126.718462,인천광역시청,,,,,,,,0,2,,0,0,0,5,0,0,0,4,1,,0,,0,2021-12-03,,,,,418.220841,1673.008254
41,26,인천광역시,연수구,28185,신송로,인천광역시 연수구 송도1동,초등학교,신송초등학교,37.391193,126.658886,인천광역시청,,,,,,,,3,1,,3,0,0,2,0,0,0,0,,,0,,2,2021-12-03,,,,,449.9647791,5037.037831
42,537,인천광역시,서구,28260,새오개로78번길,인천광역시 서구 신현원창동200,유치원,한샘유치원,37.517123,126.665905,인천광역시청,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,133.4701722,403.4892504
43,32,인천광역시,연수구,28185,선학로,인천광역시 연수구 선학동196-6,어린이집,선학어린이집,37.421926,126.700789,인천광역시청,,,,,,,,1,1,,2,0,0,8,0,0,0,0,,,0,,12,2021-12-03,,,,,475.5581012,3557.701309
44,177,인천광역시,남동구,28200,백범로,인천광역시 남동구 만수2동869-6,초등학교,인천만수북초등학교,37.458568,126.727955,인천광역시청,,,,,,,,2,0,,2,,0,2,,0,0,,,,60,,0,2021-12-03,,,,,724.5963192,11594.01071
45,120,인천광역시,연수구,28185,먼우금로83번길,인천광역시 연수구 동춘1동11-2,어린이집,숲속햇살어린이집,37.407358,126.667276,인천광역시청,,,,,,,,,,,1,0,0,5,0,0,0,0,,,0,,3,2021-12-03,,,,,495.5029397,2818.2706
46,5,인천광역시,연수구,28185,컨벤시아대로252번길,인천광역시 연수구 송도4동,초등학교,예송초등학교,37.387283,126.631689,인천광역시청,,,,,,,,3,1,,3,0,0,21,0,0,0,0,,,0,,3,2021-12-03,,,,,916.8881581,10977.01617
47,6,인천광역시,연수구,28185,컨벤시아대로274번길,인천광역시 연수구 송도4동,초등학교,예송초등학교,37.386502,126.628992,인천광역시청,,,,,,,,2,2,,2,0,0,4,0,0,0,0,,,0,,3,2021-12-03,,,,,480.2585627,4794.680413
48,248,인천광역시,남동구,28200,호구포로535번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.429694,126.715103,인천광역시청,,,,,,,,,0,,1,,0,4,,0,0,3,,,30,,0,2021-12-03,,,,,323.2130521,1309.772483
49,41,인천광역시,연수구,28185,경원대로483번실,인천광역시 연수구 선학동196-6,어린이집,미래클예능어린이집,37.428069,126.696967,인천광역시청,,,,,,,,0,,,0,0,0,3,0,0,0,0,0,,0,,,2021-12-03,,,,,275.3317932,972.5918092
50,7,인천광역시,연수구,28185,인천타워대로231번길,인천광역시 연수구 송도4동,초등학교,예송초등학교,37.387352,126.629407,인천광역시청,,,,,,,,4,2,,4,0,0,10,0,0,0,0,,,0,,5,2021-12-03,,,,,1209.259241,13742.87434
51,249,인천광역시,남동구,28200,남촌로84번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.42911,126.715458,인천광역시청,,,,,,,,,0,,1,,0,2,,0,0,1,,,30,,0,2021-12-03,,,,,260.1685163,1036.183549
52,861,인천광역시,미추홀구,28177,토금중로51번길,인천광역시 미추홀구 용현5동,어린이집,예은어린이집,37.452266,126.63944,인천광역시청,,,,,,,,0,0,,0,0,0,3,0,0,0,0,,,30,,0,2021-12-03,,,,,150.5617173,285.0579695
53,262,인천광역시,남동구,28200,은봉로,인천광역시 남동구 논현1동51-4,초등학교,인천장도초등학교,37.409054,126.732522,인천광역시청,,,,,,,,1,0,,1,,0,,,0,0,,,,50,,0,2021-12-03,,,,,394.3122101,4765.44971
54,22,인천광역시,연수구,28185,먼우금초교정문앞도로,인천광역시 연수구 송도1동,초등학교,먼우금초등학교및더원수학학원,37.392469,126.654721,인천광역시청,,,,,,,,3,2,,2,1,0,4,0,0,0,0,,,0,,4,2021-12-03,,,,,400.7485861,3286.920108
55,97,인천광역시,연수구,28185,함박안로62번길,인천광역시 연수구 연수1동471-4,유치원,하늘땅유치원,37.425913,126.684016,인천광역시청,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,0,,3,2021-12-03,,,,,172.8143404,550.0140247
56,132,인천광역시,남동구,28200,장승로5번길,인천광역시 남동구 만수6동101-1,초등학교,인천만수초등학교,37.447019,126.734611,인천광역시청,,,,,,,,,0,,,,0,9,,0,0,2,,,30,,0,2021-12-03,,,,,333.5933727,1181.58593
57,159,인천광역시,남동구,28200,문화서로89번길,인천광역시 남동구 구월3동,초등학교,인천구월서초등학교,37.45332,126.695539,인천광역시청,,,,,,,,,0,,3,,0,5,120,0,0,6,2,,30,,0,2021-12-03,,,,,380.0102302,1388.090434
58,1024,인천광역시,부평구,28237,산청로127번길,인천광역시 부평구 청천1동,초등학교,청천초등학교,37.520389,126.701904,인천광역시청,,,,,,,,0,1,,0,0,0,3,0,0,0,1,1,,0,,0,2021-12-03,,,,,195.2746372,470.6116533
59,183,인천광역시,남동구,28200,예술로302번길,인천광역시 남동구 간석1동65-82,초등학교,상인천초등학교,37.461261,126.70536,인천광역시청,,,,,,,,,0,,,,0,4,,0,0,1,2,,30,,0,2021-12-03,,,,,412.9710506,1451.48231
60,40,인천광역시,연수구,28185,넘말로29번실,인천광역시 연수구 선학동196-6,어린이집,미래클예능어린이집,37.428698,126.696743,인천광역시청,,,,,,,,0,,,0,0,0,4,0,0,0,0,0,,0,,,2021-12-03,,,,,416.0055359,1531.385746
61,316,인천광역시,남동구,28200,만경로8번길,인천광역시 남동구 만수5동904-18,유치원,청담숲유치원,37.455979,126.729245,인천광역시청,,,,,,,,,0,,,,0,4,,0,0,4,1,,30,,0,2021-12-03,,,,,261.7443445,904.0133418
62,8,인천광역시,연수구,28185,아카데미로,인천광역시 연수구 송도4동,유치원,예송유치원,37.381006,126.629944,인천광역시청,,,,,,,,2,2,,2,0,0,14,0,0,0,0,,,0,,4,2021-12-03,,,,,1026.727853,17376.13865
63,1120,인천광역시,부평구,28237,부개로,인천광역시 부평구 부개3동16-63,초등학교,부일초등학교,37.501221,126.739737,인천광역시청,,,,,,,,3,1,,3,0,0,6,39,3,0,0,1,,0,,0,2021-12-03,,,,,344.504901,3648.279261
64,252,인천광역시,남동구,28200,남촌로69번길,인천광역시 남동구 남촌도림동,초등학교,인천남촌초등학교,37.427489,126.715318,인천광역시청,,,,,,,,,0,,,,0,,,0,0,,,,30,,0,2021-12-03,,,,,180.9069231,522.7422057
65,1172,인천광역시,부평구,28237,수변로52번길,인천광역시 부평구 부개2동142-1,유치원,이노필유치원,37.491649,126.741118,인천광역시청,,,,,,,,0,2,,0,0,0,1,0,0,0,0,0,,0,,0,2021-12-03,,,,,263.0011093,928.1694929
66,1194,인천광역시,부평구,28237,경원대로994번길,인천광역시 부평구 십정1동,어린이집,우성자연어린이집,37.470199,126.693084,인천광역시청,,,,,,,,0,1,,0,0,0,2,0,0,0,1,0,,0,,0,2021-12-03,,,,,166.9333713,535.3387399
67,9,인천광역시,연수구,28185,컨벤시아대로302번길,인천광역시 연수구 송도4동,유치원,예송유치원,37.382012,126.630891,인천광역시청,,,,,,,,4,2,,4,0,0,23,0,0,0,0,,,0,,2,2021-12-03,,,,,999.3233043,11740.39276
68,1245,인천광역시,계양구,28245,장기로9번길,인천광역시 계양구 계양1동478-4,초등학교,계양초등학교,37.5782,126.734616,인천광역시청,,,,,,,,0,1,,0,0,0,0,32,2,0,0,0,,0,,0,2021-12-03,,,,,153.8891665,779.062641
69,1232,인천광역시,계양구,28245,봉오대로744번길,인천광역시 계양구 작전1동287-3,초등학교,화전초등학교,37.529039,126.731023,인천광역시청,,,,,,,,0,0,,1,0,0,0,0,0,0,2,0,,0,,0,2021-12-03,,,,,253.3758006,646.3663625
70,76,인천광역시,연수구,28185,청학로15번길,인천광역시 연수구 청학동566-7,어린이집,은빛나무어린이집,37.428622,126.66275,인천광역시청,,,,,,,,0,,,0,0,0,2,0,0,0,0,0,,0,,,2021-12-03,,,,,243.829687,812.3328721
71,327,인천광역시,남동구,28200,하촌로60번길,인천광역시 남동구 만수1동980,유치원,신명유치원,37.452988,126.734356,인천광역시청,,,,,,,,,0,,,,0,7,,0,0,2,,,,,0,2021-12-03,,,,,394.7043907,1971.376676
72,1324,인천광역시,계양구,28245,화산로66번길,인천광역시 계양구 계양2동28-38,어린이집,꼬마세계어린이집,37.549779,126.740451,인천광역시청,,,,,,,,0,2,,0,0,0,0,0,0,0,0,1,,0,,0,2021-12-03,,,,,117.867787,341.685825
73,328,인천광역시,남동구,28200,서판로53번길,인천광역시 남동구 만수2동869-6,유치원,성광유치원,37.464307,126.732889,인천광역시청,,,,,,,,,0,,1,,0,6,,0,0,4,2,,30,,0,2021-12-03,,,,,262.9361292,978.0200646
74,95,인천광역시,연수구,28185,용담로62번길,인천광역시 연수구 청학동566-7,유치원,미상지유치원,37.41809,126.673338,인천광역시청,,,,,,,,0,,,0,0,0,0,0,0,0,0,0,,0,,0,2021-12-03,,,,,186.0638697,667.0623491
75,10,인천광역시,연수구,28185,아카데미로192번길,인천광역시 연수구 송도4동,유치원,예송유치원,37.382979,126.630373,인천광역시청,,,,,,,,5,1,,5,0,0,17,0,0,0,0,,,0,,2,2021-12-03,,,,,786.594672,9801.155827
76,11,인천광역시,연수구,28185,해송로,인천광역시 연수구 송도1동,초등학교,해송초등학교,37.381151,126.649729,인천광역시청,,,,,,,,1,2,,2,1,0,7,0,0,0,0,,,0,,3,2021-12-03,,,,,1084.355822,10144.34069
77,27,인천광역시,연수구,28185,해돋이로38번길,인천광역시 연수구 송도1동,초등학교,신송초등학교,37.389258,126.658006,인천광역시청,,,,,,,,2,,,5,0,0,,0,0,0,0,,,0,,1,2021-12-03,,,,,933.8729811,6867.342125
78,12,인천광역시,연수구,28185,인천타워대로54번길,인천광역시 연수구 송도1동,초등학교,해송초등학교,37.37982,126.647298,인천광역시청,,,,,,,,6,3,,6,1,0,13,0,0,0,0,,,0,,8,2021-12-03,,,,,964.6899107,12899.72797
79,13,인천광역시,연수구,28185,"송도웰카운티아파트
1단지2단지사이도로",인천광역시 연수구 송도1동,초등학교,해송초등학교,37.379032,126.648279,인천광역시청,,,,,,,,2,1,,2,0,0,,0,0,0,0,,,0,,3,2021-12-03,,,,,481.3776761,3381.676181
80,24,인천광역시,연수구,28185,해돋이로,인천광역시 연수구 송도1동,초등학교,신송초등학교,37.389464,126.65378,인천광역시청,,,,,,,,5,2,,2,0,0,,0,0,0,0,,,0,,5,2021-12-03,,,,,711.6355638,9074.01456
81,42,인천광역시,연수구,28185,능허대로103번길,인천광역시 연수구 옥련1동472-7,유치원,참아름유치원,37.42389,126.643924,인천광역시청,,,,,,,,1,,,2,0,0,4,0,0,0,0,,,0,,1,2021-12-03,,,,,254.3351726,1076.19671
82,23,인천광역시,연수구,28185,금호어울림아파트&풍림아이원6단지아파트사이도로,인천광역시 연수구 송도1동,초등학교,먼우금초등학교및더원수학학원,37.390935,126.655347,인천광역시청,,,,,,,,3,2,,4,0,0,12,0,0,0,0,,,0,,,2021-12-03,,,,,574.6639064,5075.545199
83,14,인천광역시,연수구,28185,송도문화로28번길,인천광역시 연수구 송도3동551-5,초등학교,"송명초등학교,첨단초등학교및송도국제유치원",37.374808,126.654084,인천광역시청,,,,,,,,18,2,,18,0,0,30,0,0,0,0,,,0,,5,2021-12-03,,,,,1824.408819,28671.20228
84,15,인천광역시,연수구,28185,송도교육로,인천광역시 연수구 송도3동551-5,초등학교,"송명초등학교,첨단초등학교및송도국제유치원",37.373031,126.656325,인천광역시청,,,,,,,,8,,,6,2,0,22,0,0,0,0,,,0,,4,2021-12-03,,,,,1226.685013,19055.13131
85,16,인천광역시,연수구,28185,송도문화로84번길,인천광역시 연수구 송도3동551-5,초등학교,"송명초등학교,첨단초등학교및송도국제유치원",37.371717,126.659189,인천광역시청,,,,,,,,11,2,,13,0,0,25,0,0,0,0,,,0,,7,2021-12-03,,,,,1731.467131,28013.00452
86,17,인천광역시,연수구,28185,송도교육로,인천광역시 연수구 송도3동551-5,유치원,인천송도꿈유치원,37.370174,126.661026,인천광역시청,,,,,,,,6,1,,6,0,0,22,0,0,0,0,,,0,,1,2021-12-03,,,,,980.8752386,12836.39843
87,18,인천광역시,연수구,28185,송도문화로120번길,인천광역시 연수구 송도3동551-5,유치원,인천송도꿈유치원,37.370007,126.662794,인천광역시청,,,,,,,,2,1,,3,0,0,8,0,0,0,0,,,0,,1,2021-12-03,,,,,358.6987191,4037.61123
88,19,인천광역시,연수구,28185,해돋이로120번길,인천광역시 연수구 송도1동,초등학교,먼우금초등학교및더원수학학원,37.394897,126.652064,인천광역시청,,,,,,,,3,,,4,0,0,5,0,0,0,0,,,0,,2,2021-12-03,,,,,750.0346088,7184.234934
89,20,인천광역시,연수구,28185,신송로,인천광역시 연수구 송도1동,초등학교,먼우금초등학교및더원수학학원,37.393592,126.65505,인천광역시청,,,,,,,,9,1,,7,2,0,26,0,0,0,0,,,0,,7,2021-12-03,,,,,1344.165413,19546.87629
90,21,인천광역시,연수구,28185,하모니로,인천광역시 연수구 송도1동,초등학교,먼우금초등학교및더원수학학원,37.392783,126.652785,인천광역시청,,,,,,,,3,2,,2,1,0,12,0,0,0,0,,,0,,4,2021-12-03,,,,,800.764708,9750.144563
91,65,인천광역시,연수구,28185,청룡로3번길,인천광역시 연수구 옥련1동472-7,어린이집,동그라미어린이집,37.424909,126.656311,인천광역시청,,,,,,,,0,0,,0,0,0,2,0,0,0,0,0,,0,,0,2021-12-03,,,,,205.8832285,388.8463818
92,25,인천광역시,연수구,28185,해돋이로56번길,인천광역시 연수구 송도1동,초등학교,신송초등학교,37.390456,126.656658,인천광역시청,,,,,,,,3,2,,4,2,0,4,0,0,0,0,,,0,,4,2021-12-03,,,,,962.5204404,6944.981395
93,33,인천광역시,연수구,28185,학나래로,인천광역시 연수구 선학동196-6,어린이집,산들어린이집,37.425765,126.696618,인천광역시청,,,,,,,,0,,,0,0,0,4,0,0,0,0,0,,0,,,2021-12-03,,,,,586.2360416,2190.637232
94,34,인천광역시,연수구,28185,학나래로46번길,인천광역시 연수구 선학동196-6,어린이집,산들어린이집,37.425429,126.69725,인천광역시청,,,,,,,,0,,,0,0,0,3,0,0,0,0,0,,0,,,2021-12-03,,,,,239.7475894,609.861296
95,56,인천광역시,연수구,28185,청량로199번길,인천광역시 연수구 옥련1동472-7,어린이집,아이웰어린이집,37.424511,126.651532,인천광역시청,,,,,,,,,,,1,0,0,1,0,0,0,0,,,0,,,2021-12-03,,,,,236.401687,1965.273492
96,855,인천광역시,미추홀구,28177,미추홀대로587번길,인천광역시 미추홀구 주안3동1442,어린이집,별하어린이집,37.450129,126.673356,인천광역시청,,,,,,,,0,0,,0,0,0,1,0,0,0,2,,,30,,0,2021-12-03,,,,,133.4334877,401.0226615
97,35,인천광역시,연수구,28185,학나래로22번길,인천광역시 연수구 선학동196-6,어린이집,산들어린이집,37.424893,126.696979,인천광역시청,,,,,,,,0,,,0,0,0,2,0,0,0,0,0,,0,,0,2021-12-03,,,,,282.4828101,648.557512
98,36,인천광역시,연수구,28185,넘말로79번길,인천광역시 연수구 선학동196-6,어린이집,경인어린이집,37.43112,126.696516,인천광역시청,,,,,,,,0,,,0,0,0,1,0,0,0,0,0,,0,,5,2021-12-03,,,,,170.9588804,701.7365094
99,70,인천광역시,연수구,28185,비류대로214번길,인천광역시 연수구 옥련1동472-7,초등학교,송도초등학교,37.426916,126.658142,인천광역시청,,,,,,,,,,,,1,0,2,0,0,0,0,,,0,,,2021-12-03,,,,,242.9486682,902.4809678
100,37,인천광역시,연수구,28185,넘말로,인천광역시 연수구 선학동196-6,어린이집,경인어린이집,37.430221,126.696941,인천광역시청,,,,,,,,0,,,0,0,0,3,0,0,0,0,0,,0,,,2021-12-03,,,,,537.4500059,2497.159298
101,38,인천광역시,연수구,28185,넘말로79번실,인천광역시 연수구 선학동196-6,어린이집,다예린어린이집,37.429994,126.694875,인천광역시청,,,,,,,,0,,,0,0,0,7,0,0,0,0,0,,0,,,2021-12-03,,,,,645.9319724,2334.886346
102,39,인천광역시,연수구,28185,넘말로47번실,인천광역시 연수구 선학동196-6,어린이집,다예린어린이집,37.428989,126.69555,인천광역시청,,,,,,,,0,,,0,0,0,1,0,0,0,0,0,,0,,,2021-12-03,,,,,109.6205995,282.7832836
103,51,인천광역시,연수구,28185,청량로185번길,인천광역시 연수구 옥련1동472-7,초등학교,능허대초등학교,37.423112,126.648858,인천광역시청,,,,,,,,,,,4,0,0,4,0,0,0,0,,,0,,2,2021-12-03,,,,,297.5783802,1327.3866
104,43,인천광역시,연수구,28185,옥련로,인천광역시 연수구 옥련2동,초등학교,옥련초등학교,37.426414,126.648709,인천광역시청,,,,,,,,6,2,,6,0,0,16,0,0,0,0,,,0,,7,2021-12-03,,,,,1097.645647,13023.84773
105,44,인천광역시,연수구,28185,한진로,인천광역시 연수구 옥련2동,초등학교,옥련초등학교,37.425475,126.648026,인천광역시청,,,,,,,,,1,,1,3,0,3,0,0,0,0,,,0,,3,2021-12-03,,,,,483.1275105,3397.842492
106,45,인천광역시,연수구,28185,한나루로105번길,인천광역시 연수구 옥련2동,초등학교,옥련초등학교,37.42542,126.649613,인천광역시청,,,,,,,,1,,,4,0,0,6,0,0,0,0,,,0,,,2021-12-03,,,,,406.6586399,2197.64341
