연번,분야,유형,필드코드,타입코드,분류코드,시도,시군구,시설명,분류,우편번호,주소,전화번호,경도,위도,정보
943,환경,도시숲,3,2,3002,인천광역시,미추홀구,수봉공원 무장애나눔길,999,22166,인천광역시 미추홀구 숭의동 9-1,032-440-3692,126.6612283,37.45863155,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%98%EB%8F%99%209-1/address/14099866.409836944,4503231.317743987,%E"
944,환경,도시숲,3,2,3002,인천광역시,미추홀구,수봉마을 쉼터,999,22166,인천광역시 미추홀구 주안2동659-2,032-880-4492,126.6663313,37.45802594,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%882%EB%8F%99659-2/address/14100432.547371272,4503147.4139663465,%"
945,환경,도시숲,3,2,3002,인천광역시,미추홀구,수봉영산마을쉼터,999,22167,인천광역시 미추홀구 숭의4동 8-23,032-880-4492,126.6599639,37.46043243,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%99%208-23/address/14099725.690868635,4503484.603802867,"
946,환경,도시숲,3,2,3002,인천광역시,미추홀구,수봉오름쉼터,999,22180,인천광역시 미추홀구 용현동 454-1~454-620,032-880-4492,126.6572867,37.45838882,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%841%EB%8F%99%20454-53%EB%B2%88%EC%A7%80/address/14099362.60008551
947,환경,도시숲,3,2,3002,인천광역시,미추홀구,숭의초등학교,999,22163,인천광역시 미추홀구 장천로 99 (숭의동),032-887-9011,126.6547387,37.46352524,http://www.soongwi.icees.kr/
948,환경,도시숲,3,2,3002,인천광역시,미추홀구,승학쉼터,999,22231,인천광역시 미추홀구 주안7동1286-5,032-880-4492,126.6805234,37.4441017,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%887%EB%8F%991286-5/address/14102011.692271817,4501194.691607196,%"
949,환경,도시숲,3,2,3002,인천광역시,미추홀구,승학쉼터,999,22228,인천광역시 미추홀구 주안8동1520-29,032-880-4492,126.6871518,37.44907328,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%888%EB%8F%991520-29/address/14102752.07820509,4501892.723772563,%"
950,환경,도시숲,3,2,3002,인천광역시,미추홀구,신기길쉼터,999,22217,"인천광역시 미추홀구 주안3동 869-12,13",032-880-4492,126.6747568,37.44497227,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%883%EB%8F%99%20869-12/address/14101368.165427495,4501320.48904356"
951,환경,도시숲,3,2,3002,인천광역시,미추홀구,신기마을쉼터,999,22216,인천광역시 미추홀구 주안7동1344-67,032-880-4492,126.6768865,37.44499904,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%887%EB%8F%991344-67/address/14101607.780631427,4501322.564181114,"
952,환경,도시숲,3,2,3002,인천광역시,미추홀구,신기사거리쉼터,999,22215,인천광역시 미추홀구 주안7동 1457-5,032-880-4492,126.6795061,37.45112151,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%887%EB%8F%99%201457-5/address/14101900.461836617,4502177.27533011"
953,환경,도시숲,3,2,3002,인천광역시,미추홀구,신성쉼터,999,22167,인천광역시 미추홀구 숭의4동5-19,032-880-4492,126.6593204,37.46283411,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%995-19/address/14099653.032636989,4503821.874604497,%EC"
954,환경,도시숲,3,2,3002,인천광역시,미추홀구,신창쉼터,999,22110,인천광역시 미추홀구 도화동 839~952,032-880-4492,126.6582325,37.47693208,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%942%EB%8F%99%20946/address/14099234.471351612,4506052.406812353,%"
955,환경,도시숲,3,2,3002,인천광역시,미추홀구,쌍우물쉼터,999,22168,인천광역시 미추홀구 용현3동 492-280번지 일원,032-880-4492,126.6538784,37.45900444,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%843%EB%8F%99%20492-280%EB%B2%88%EC%A7%80/address/14099048.1447879
956,환경,도시숲,3,2,3002,인천광역시,미추홀구,아리쉼터,999,22181,인천광역시 미추홀구 용현동 1-1~1-228,032-880-4492,126.6632209,37.45630405,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%841%EB%8F%99%201-53%EB%B2%88%EC%A7%80/address/14100096.696467545,"
957,환경,도시숲,3,2,3002,인천광역시,미추홀구,애향쉼터,999,22116,인천광역시 미추홀구 도화동 104-1~119-82,032-880-4492,126.6663987,37.46950602,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%942%EB%8F%99119-64/address/14100954.925213765,4504602.762165012,%"
958,환경,도시숲,3,2,3002,인천광역시,미추홀구,양지께쉼터,999,22152,"인천광역시 미추홀구 주안2동 620-32,33",032-880-4492,126.6708275,37.45830459,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%882%EB%8F%99%20620-32/address/14100934.642802548,4503185.67052781"
959,환경,도시숲,3,2,3002,인천광역시,미추홀구,여의골쉼터,999,22163,인천광역시 미추홀구 숭의4동76-20,032-880-4492,126.6525826,37.46583033,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%9976-20/address/14098902.817192685,4504242.857751021,%E"
960,환경,도시숲,3,2,3002,인천광역시,미추홀구,여의안길쉼터,999,22163,인천광역시 미추홀구 숭의4동 72-24,032-880-4492,126.6523558,37.46448674,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%99%2072-24/address/14098877.146918114,4504053.394309944"
961,환경,도시숲,3,2,3002,인천광역시,미추홀구,연경안길쉼터,999,22225,인천광역시 미추홀구 학익1동 684-10,032-880-4492,126.6661261,37.43908745,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B51%EB%8F%99%20684-10/address/14100411.051577602,4500492.16337455"
962,환경,도시숲,3,2,3002,인천광역시,미추홀구,연학초등학교,999,22222,인천광역시 미추홀구 주승로 20 (학익동),032-873-1591,126.6715079,37.44367011,http://yeonhak.icees.kr/main.do
963,환경,도시숲,3,2,3002,인천광역시,미추홀구,염전골쉼터,999,22126,인천광역시 미추홀구 주안5동 8-65,032-880-4492,126.6783238,37.46842781,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%885%EB%8F%99%208-65/address/14101768.548240032,4504606.717381325,"
964,환경,도시숲,3,2,3002,인천광역시,미추홀구,염전로 미세먼지 저감가로숲길 조성,999,,인천광역시 미추홀구 도화동 981-1,032-440-3692,126.6579977,37.47958355,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%94%EB%8F%99%20981-1/address/14099563.687613677,4506101.362994812,"
965,환경,도시숲,3,2,3002,인천광역시,미추홀구,옛시민회관쉼터,999,22139,"인천광역시 미추홀구 미추홀대로 691 (주안동)	",032-880-4492,126.6796792,37.45918526,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%AF%B8%EC%B6%94%ED%99%80%EB%8C%80%EB%A1%9C%20691/address/14101917.37126727,450"
966,환경,도시숲,3,2,3002,인천광역시,미추홀구,용마루쉼터,999,22175,인천광역시 미추홀구 용현2동536철로변,032-880-4492,126.6423347,37.45770537,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%842%EB%8F%99536/address/14097762.03731494,4503102.300011417,%EC%9"
967,환경,도시숲,3,2,3002,인천광역시,미추홀구,용정쉼터,999,22211,인천광역시 미추홀구 학익동 306-33~313-2,032-880-4492,126.6647807,37.44652965,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%844%EB%8F%9946-1/address/14100169.71092156,4501725.134607939,%EC%"
968,환경,도시숲,3,2,3002,인천광역시,미추홀구,용현남초등학교,999,22189,인천광역시 미추홀구 매소홀로 133 (용현동),032-884-8468,126.6415132,37.44817126,http://www.yhn.icees.kr/
969,환경,도시숲,3,2,3002,인천광역시,미추홀구,용현시장샛길쉼터,999,22179,인천광역시 미추홀구 용현3동 453-182,032-880-4492,126.6511138,37.45785311,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%843%EB%8F%99%20453-182/address/14098737.94189487,4503120.5867761,"
970,환경,도시숲,3,2,3002,인천광역시,미추홀구,용현여자중학교,999,22189,인천광역시 미추홀구 낙섬동로 28 (용현동),032-884-8462,126.6397154,37.4481289,http://www.yhg.icems.kr/
971,환경,도시숲,3,2,3002,인천광역시,미추홀구,용현중학교,999,22189,인천광역시 미추홀구 낙섬동로 16 (용현동),032-885-2509,126.6395469,37.44785384,http://yong.icems.kr/
972,환경,도시숲,3,2,3002,인천광역시,미추홀구,용현초등학교,999,22187,인천광역시 미추홀구 낙섬동로 83 (용현동),032-629-0679,126.6408073,37.4531788,http://iyh.icees.kr/
973,환경,도시숲,3,2,3002,인천광역시,미추홀구,우마쉼터,999,22180,인천광역시 미추홀구 용현동 124-1~137-22,032-880-4492,126.6604506,37.45503067,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%841%EB%8F%99136-3%EC%9D%BC%EC%9B%90/address/14099465.047412891,45"
974,환경,도시숲,3,2,3002,인천광역시,미추홀구,운봉공업고등학교,999,22100,인천광역시 미추홀구 석정로 165,032-764-7031,126.652371,37.46910564,http://iht.icehs.kr/
975,환경,도시숲,3,2,3002,인천광역시,미추홀구,으뜸골쉼터,999,22168,"인천광역시 미추홀구 독정안길42번길 17 (숭의동)	",032-880-4492,126.6566939,37.45971642,https://map.naver.com/v5/search/%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%85%EC%A0%95%EC%95%88%EA%B8%B842%EB%B2%88%EA%B8%B8%2017/address/14099358
976,환경,도시숲,3,2,3002,인천광역시,미추홀구,인정쉼터,999,22239,"인천광역시 미추홀구 인하로411번길 13-3 (관교동)	",032-880-4492,126.6938107,37.44702199,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9D%B8%ED%95%98%EB%A1%9C411%EB%B2%88%EA%B8%B8%2013-3/address/14103494.33430579
977,환경,도시숲,3,2,3002,인천광역시,미추홀구,인주쉼터,999,22222,인천광역시 미추홀구 학익2동36-61,032-880-4492,126.6713288,37.44272937,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B52%EB%8F%9936-61/address/14100989.400860067,4501003.614749039,%E"
978,환경,도시숲,3,2,3002,인천광역시,미추홀구,인주중학교,999,22202,인천광역시 미추홀구 매소홀로 335 (학익동),032-863-9314,126.659871,37.44279712,http://inju.icems.kr/
979,환경,도시숲,3,2,3002,인천광역시,미추홀구,인주초등학교,999,22222,인천광역시 미추홀구 매소홀로475번길 53 (학익동),032-875-2607,126.6734605,37.44260784,http://inju-i.icees.kr/
980,환경,도시숲,3,2,3002,인천광역시,미추홀구,인천고등학교,999,22147,인천광역시 미추홀구 경원대로 804 (주안동),032-451-0559,126.6907754,37.45449029,http://incheon.icehs.kr/
981,환경,도시숲,3,2,3002,인천광역시,미추홀구,인천기계공업고교,999,22152,인천광역시 미추홀구 한나루로 545 (주안동),032-865-9801,126.6691102,37.45482217,http://ingigong.icehs.kr/
982,환경,도시숲,3,2,3002,인천광역시,미추홀구,인천남중학교,999,22163,인천광역시 미추홀구 수봉로 16-23 (숭의동),032-882-2503,126.6536073,37.46420216,http://icnamjung.icems.kr/
983,환경,도시숲,3,2,3002,인천광역시,미추홀구,인천전자공업고등학교,999,22100,인천광역시 미추홀구 석정로 165 (도화동),032-764-7021,126.652371,37.46910564,http://intec.icehs.kr/
984,환경,도시숲,3,2,3002,인천광역시,미추홀구,인하사대부속중학교,999,22211,인천광역시 미추홀구 재넘이길123번길 29 (학익동),032-870-1000,126.6628667,37.44596625,http://inha.icehs.kr/
985,환경,도시숲,3,2,3002,인천광역시,미추홀구,인항고등학교,999,22189,인천광역시 미추홀구 매소홀로 135 (용현동),032-885-3302,126.6413127,37.4464933,http://inhang.icehs.kr/
986,환경,도시숲,3,2,3002,인천광역시,미추홀구,인화여자고등학교,999,22100,인천광역시 미추홀구 석정로 165 (도화동),032-765-0621,126.652371,37.46910564,http://inhwa.icehs.kr/
987,환경,도시숲,3,2,3002,인천광역시,미추홀구,작골쉼터,999,22166,인천광역시 미추홀구 도화1동530-1,032-880-4492,126.6696382,37.46121775,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%941%EB%8F%99530-1/address/14100802.250532147,4503595.226420576,%E"
988,환경,도시숲,3,2,3002,인천광역시,미추홀구,장미쉼터,999,22201,인천광역시 미추홀구 학익1동 486-1,032-880-4492,126.6561244,37.44350261,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B51%EB%8F%99%20486-1/address/14099297.24441247,4501109.416048676,"
989,환경,도시숲,3,2,3002,인천광역시,미추홀구,장수쉼터,999,22171,인천광역시 미추홀구 석정로49번길 9-21 (숭의동),032-880-4492,126.6432564,37.46377947,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%84%9D%EC%A0%95%EB%A1%9C49%EB%B2%88%EA%B8%B89%20-21%20/address/14097864.217475
990,환경,도시숲,3,2,3002,인천광역시,미추홀구,장안마을쉼터,999,22172,인천광역시 미추홀구 미추로19번길 10-22 (숭의동),032-880-4492,126.6467392,37.46222055,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%AF%B8%EC%B6%94%EB%A1%9C19%EB%B2%88%EA%B8%B8%2010-22/address/14098238.48473553
991,환경,도시숲,3,2,3002,인천광역시,미추홀구,재건쉼터,999,22210,인천광역시 미추홀구 학익2동306-134,032-880-4492,126.6640243,37.4461139,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B52%EB%8F%99306-134/address/14100176.468014654,4501476.546140783,"
992,환경,도시숲,3,2,3002,인천광역시,미추홀구,제물포여중,999,22228,인천광역시 미추홀구 인주대로470번길 20 (주안동),032-422-2069,126.6890327,37.44913,http://jmp.icems.kr/
993,환경,도시숲,3,2,3002,인천광역시,미추홀구,젯말쉼터,999,22157,인천광역시 미추홀구 주안2동640-12,032-880-4492,126.6671446,37.45570068,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%882%EB%8F%99640-12/address/14100524.218971942,4502820.696275733,%"
994,환경,도시숲,3,2,3002,인천광역시,미추홀구,주안7동 녹색마을쉼터,999,22216,인천광역시 미추홀구 주안7동 1342-163일원,032-880-4492,126.6778042,37.44537627,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%887%EB%8F%99%201342-163/address/14101709.259479228,4501376.279539"
995,환경,도시숲,3,2,3002,인천광역시,미추홀구,주안공원쉼터,999,22168,인천광역시 미추홀구 숭의4동248-92,032-880-4492,126.653261,37.46087449,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%99248-92/address/14098977.85766143,4503546.632543296,%E"
996,환경,도시숲,3,2,3002,인천광역시,미추홀구,주안남초등학교,999,22228,인천광역시 미추홀구 인주대로434번길 11 (주안동),032-424-7247,126.6850784,37.45058318,http://juannam.icees.kr/
997,환경,도시숲,3,2,3002,인천광역시,미추홀구,주안중앙2로길쉼터,999,22135,"인천광역시 미추홀구 주안1동 94-15, 16",032-880-4492,126.6834779,37.46202207,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%881%EB%8F%99%2094-15/address/14102342.155312184,4503706.425205167"
998,환경,도시숲,3,2,3002,인천광역시,미추홀구,주안초등학교,999,22156,인천광역시 미추홀구 남주길69번길 16 (주안동),032-629-0245,126.6738989,37.45465177,http://juan.icees.kr/
999,환경,도시숲,3,2,3002,인천광역시,미추홀구,주인육각쉼터,999,22178,인천광역시 미추홀구 숭의2동 285-64,032-880-4492,126.6523507,37.4599631,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%982%EB%8F%99%20285-64/address/14098877.347293194,4503419.15357179"
1000,환경,도시숲,3,2,3002,인천광역시,미추홀구,지누골쉼터,999,22167,인천광역시 미추홀구 숭의4동449-3,032-880-4492,126.6597861,37.45961783,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%99449-3/address/14099705.987318765,4503369.592858652,%E"
1001,환경,도시숲,3,2,3002,인천광역시,미추홀구,지누골쉼터,999,22167,인천광역시 미추홀구 숭의4동8-66,032-880-4492,126.6598614,37.45967015,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%88%AD%EC%9D%984%EB%8F%998-66/address/14099713.879870664,4503375.973752273,%EC"
1002,환경,도시숲,3,2,3002,인천광역시,미추홀구,천만년쉼터,999,22165,인천광역시 미추홀구 도화1동538-1,032-880-4492,126.6685377,37.46195594,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%941%EB%8F%99538-1/address/14100680.723044049,4503701.320329098,%E"
1003,환경,도시숲,3,2,3002,인천광역시,미추홀구,철로변쉼터,999,22102,인천광역시 미추홀구 도화동 85-1~103-28,032-880-4492,126.6573452,37.46757601,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%942%EB%8F%9991-17/address/14099794.67555708,4504415.494198188,%EC"
1004,환경,도시숲,3,2,3002,인천광역시,미추홀구,청대골쉼터,999,22165,인천광역시 미추홀구 도화1동597-197,032-880-4492,126.6672731,37.46377134,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%941%EB%8F%99597-197/address/14100539.224839304,4503954.631765334,"
1005,환경,도시숲,3,2,3002,인천광역시,미추홀구,청대골쉼터,999,22165,인천광역시 미추홀구 도화1동597-86,032-880-4492,126.6671861,37.46380663,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EB%8F%84%ED%99%941%EB%8F%99597-86/address/14100529.562307496,4503959.764814174,%"
1006,환경,도시숲,3,2,3002,인천광역시,미추홀구,푸른마을쉼터,999,22181,인천광역시 미추홀구 용현동 1-1~1-228,032-880-4492,126.6632209,37.45630405,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%841%EB%8F%99%201-158%EB%B2%88%EC%A7%80/address/14100168.341691826
1007,환경,도시숲,3,2,3002,인천광역시,미추홀구,학골쉼터,999,22210,인천광역시 미추홀구 학익2동 312-115번지 일원,032-880-4492,126.6644108,37.44536485,https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B52%EB%8F%99%20312-115%EB%B2%88%EC%A7%80/address/14100219.3482825
1008,환경,도시숲,3,2,3002,인천광역시,미추홀구,학본쉼터,999,22210,인천광역시 미추홀구 학익2동318-1,032-880-4492,126.6636942,37.44541588,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B52%EB%8F%99318-1/address/14100139.777110491,4501378.677177655,%E"
1009,환경,도시숲,3,2,3002,인천광역시,미추홀구,학익고등학교,999,22225,인천광역시 미추홀구 한나루로358번길 23-22 (학익동),032-868-4143,126.6640488,37.43873344,http://www.hakik.icehs.kr/
1010,환경,도시숲,3,2,3002,인천광역시,미추홀구,학익동 720-4번지 미세먼지 차단 숲,999,22201,인천광역시 미추홀구 학익동 720-4,032-440-3692,126.6517106,37.44673502,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%ED%95%99%EC%9D%B5%EB%8F%99%20720-4/address/14098806.447909508,4501565.10572014,%"
1011,환경,도시숲,3,2,3002,인천광역시,미추홀구,학익여자고등학교,999,22222,인천광역시 미추홀구 주승로52번길 8 (학익동),032-712-5600,126.6759556,37.44341061,http://hakikgh.icehs.kr/
1012,환경,도시숲,3,2,3002,인천광역시,미추홀구,한마음쉼터,999,22217,인천광역시 미추홀구 주안3동859-15,032-880-4492,126.6732767,37.44667564,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%883%EB%8F%99859-15/address/14101206.318019833,4501559.97384317,%E"
1013,환경,도시숲,3,2,3002,인천광역시,미추홀구,한진쉼터,999,22182,인천광역시 미추홀구 용현3동 147-237일원,032-880-4492,126.6553503,37.45445403,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%9A%A9%ED%98%843%EB%8F%99%20147-237/address/14099212.341036838,4502646.0527499"
1014,환경,도시숲,3,2,3002,인천광역시,미추홀구,화목쉼터,999,22132,인천광역시 미추홀구 주안1동236-1(395-1),032-880-4492,126.6772533,37.4650939,"https://map.naver.com/v5/search/%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%AF%B8%EC%B6%94%ED%99%80%EA%B5%AC%20%EC%A3%BC%EC%95%881%EB%8F%99236-1/address/14101649.124690305,4504138.932232862,%E"
